ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	NOTE	COGIDS	AUTOCOGS	ALIGNMENT	STRUCTURE
1919	Rupa	honey	honey	ʨʰiː	ʨʰiː	tɕʰ iː		525	525	tɕʰ iː tɕʰ iː	i n
1920	Shergaon	honey	honey	ʨʰiː	ʨʰiː	tɕʰ iː		525	525	tɕʰ iː tɕʰ iː	i n
1921	Khispi	horn	horn	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ		527	527	kʰ - ɛ ŋ kʰ - ɛ ŋ	i n c
1922	Duhumbi	horn	horn	kʰjɛŋ	kʰjɛŋ	kʰ j ɛ ŋ		527	527	kʰ j ɛ ŋ kʰ j ɛ ŋ	i m n c
1923	Khoina	horn	horn	tʂʰajŋ	tʂʰajŋ	ʈʂʰ a j ŋ		527	527	ʈʂʰ - a ŋ ʈʂʰ - a ŋ	i n N c
1924	Jerigaon	horn	horn	ʨʰɛŋ	ʨʰɛŋ	tɕʰ ɛ ŋ		527	527	tɕʰ - ɛ ŋ tɕʰ - ɛ ŋ	i n c
1925	Khoitam	horn	horn	ʨʰɛŋ	ʨʰɛŋ	tɕʰ ɛ ŋ		527	527	tɕʰ - ɛ ŋ tɕʰ - ɛ ŋ	i n c
1926	Rahung	horn	horn	ʨʰɛŋ	ʨʰɛŋ	tɕʰ ɛ ŋ		527	527	tɕʰ - ɛ ŋ tɕʰ - ɛ ŋ	i n c
1927	Rupa	horn	horn	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ		527	527	kʰ - ɛ ŋ kʰ - ɛ ŋ	i n c
1928	Shergaon	horn	horn	kʰɛŋ	kʰɛŋ	kʰ ɛ ŋ		527	527	kʰ - ɛ ŋ kʰ - ɛ ŋ	i n c
1931	Khoina	hornbill	hornbill	ʨʰa-lu-wɔ̃ː(ŋ)	ʨʰa+lu+wɔ̃ː	tɕʰ a + l u + w ɔ̃ː		130 528 532	529 528 532	tɕʰ a tɕʰ a + l u - l u - + w ɔ̃ː - w ɔ̃ː -	i n + i n + i n
1933	Khoitam	hornbill	hornbill	pʰu-lũː(ŋ)	pʰu+lũː	pʰ u + l ũː		531 528	531 528	pʰ u pʰ u + l ũː - l ũː -	i n + i n
1934	Rahung	hornbill	hornbill	hu-lũŋ	hu+lũŋ	h u + l ũ ŋ		531 528	530 528	h u h u + l ũ ŋ l ũ ŋ	i n + i n c
1935	Rupa	hornbill	hornbill	də-wɔŋ	də+wɔŋ	d ə + w ɔ ŋ		529 532	529 528	d ə d ə + w ɔ ŋ w ɔ ŋ	i n + i n c
1938	Duhumbi	hornet	hornet	ʨʰik-ʨʰu kʰɔ-lɔk	ʨʰik+ʨʰu_kʰɔ+lɔk	tɕʰ i k + tɕʰ u _ kʰ ɔ + l ɔ k		533 534 535 536	533 534 535 536	tɕʰ i k tɕʰ i k + tɕʰ u tɕʰ u + kʰ ɔ kʰ ɔ + l ɔ k l ɔ k	i n c + i n + i n + i n c
1939	Khoina	hornet	hornet	də-ʦʰyː	də+ʦʰyː	d ə + tsʰ yː		135 534	533 534	d ə d ə + tsʰ yː tsʰ yː	i n + i n
1940	Jerigaon	hornet	hornet	ʨʰyː ~ sə-ʨʰyː(ŋ)	ʨʰyː	tɕʰ yː		533	533	tɕʰ yː - tɕʰ yː -	i n
1941	Khoitam	hornet	hornet	ʦʰ-syː ~ ʦʰə-syː	ʦʰ+syː	tsʰ + s yː		533 534	533 534	tsʰ - - tsʰ - - + s yː s yː	i + i n
1943	Rupa	hornet	hornet	də-ʨʰøː	də+ʨʰøː	d ə + tɕʰ øː		135 534	533 534	d ə d ə + tɕʰ øː tɕʰ øː	i n + i n
1945	Khispi	horse	horse	ɕ-ta	ɕ+ta	ɕ + t a		538 537	538 537	ɕ ɕ + t a t a	i + i n
1946	Duhumbi	horse	horse	ɕ-taˀ ~ ɕip-taˀ	ɕ+taˀ	ɕ + t aˀ		538 537	538 537	ɕ ɕ + t aˀ t aˀ	i + i n
1947	Khoina	horse	horse	ʂ-tu	ʂ+tu	ʂ + t u		538 537	538 537	ʂ ʂ + t u t u	i + i n
1948	Jerigaon	horse	horse	s-tu	s+tu	s + t u		538 537	538 537	s s + t u t u	i + i n
1949	Khoitam	horse	horse	s-tu	s+tu	s + t u		538 537	538 537	s s + t u t u	i + i n
1950	Rahung	horse	horse	s-tu	s+tu	s + t u		538 537	538 537	s s + t u t u	i + i n
1951	Rupa	horse	horse	s-tu	s+tu	s + t u		538 537	538 537	s s + t u t u	i + i n
1952	Shergaon	horse	horse	s-tu	s+tu	s + t u		538 537	538 537	s s + t u t u	i + i n
1954	Duhumbi	horsefly	horsefly	tam-pi	tam+pi	t a m + p i		540 539	540 539	t a m t a m + p i - p i -	i n c + i n
1955	Khoina	horsefly	horsefly	tim-pu la-dʐɔː	tim+pu_la+dʐɔː	t i m + p u _ l a + ɖʐ ɔː		540 539 541 542	540 539 541 542	t i m t i m + p u - p u - + l a l a + ɖʐ ɔː - ɖʐ ɔː -	i n c + i n + i n + i n
1957	Khoitam	horsefly	horsefly	tam-pi la-ʥɔŋ	tam+pi_la+ʥɔŋ	t a m + p i _ l a + dʑ ɔ ŋ		540 539 541 542	540 539 541 542	t a m t a m + p i - p i - + l a l a + dʑ ɔ ŋ dʑ ɔ ŋ	i n c + i n + i n + i n c
1958	Rahung	horsefly	horsefly	ʨa-pim-ʥɔŋ	ʨa+pim+ʥɔŋ	tɕ a + p i m + dʑ ɔ ŋ		141 539 542	540 539 543	tɕ a tɕ a + p i m p i m + dʑ ɔ ŋ dʑ ɔ ŋ	i n + i n c + i n c
1961	Khispi	house	house	wam	wam	w a m		544	544	w a m w a m	i n c
1962	Duhumbi	house	house	wam	wam	w a m		544	544	w a m w a m	i n c
1963	Khoina	house	house	jan	jan	j a n		544	544	j a n j a n	i n c
1964	Jerigaon	house	house	jan ~ jɛn	jan	j a n		544	544	j a n j a n	i n c
1965	Khoitam	house	house	jam	jam	j a m		544	544	j a m j a m	i n c
1966	Rahung	house	house	jam	jam	j a m		544	544	j a m j a m	i n c
1967	Rupa	house	house	jam	jam	j a m		544	544	j a m j a m	i n c
1968	Shergaon	house	house	jam	jam	j a m		544	544	j a m j a m	i n c
1969	Khispi	how many	how many	a-pʰi-n	a+pʰi+n	a + pʰ i + n		546 545 548	546 545 552	a a + pʰ i - pʰ i - + n - - n - -	n + i n + i
1970	Duhumbi	how many	how many	a-pʰi ~ a-pʰi-hin ~ a-pʰi-n	a+pʰi	a + pʰ i		546 545	546 545	a a + pʰ i - pʰ i -	n + i n
1971	Khoina	how many	how many	nə-pʰaː hɛn	nə+pʰaː_hɛn	n ə + pʰ aː _ h ɛ n		547 545 548	547 545 548	n ə n ə + pʰ aː - pʰ aː - + h ɛ n h ɛ n	i n + i n + i n c
1974	Rahung	how many	how many	mə-pʰɛː-hɛn	mə+pʰɛː+hɛn	m ə + pʰ ɛː + h ɛ n		547 545 548	551 545 548	m ə m ə + pʰ ɛː - pʰ ɛː - + h ɛ n h ɛ n	i n + i n + i n c
1975	Rupa	how many	how many	ɲə-pãj-jaː-aː  ~ ja-pãj	ɲə+pãj+jaː+aː	ɲ ə + p ã j + j aː + aː		547 545 550 549	547 545 550 549	ɲ ə ɲ ə + p ã j p ã j + j aː j aː + aː aː	i n + i n c + i n + n
1976	Shergaon	how many	how many	nə-pa-n	nə+pa+n	n ə + p a + n		547 545 548	547 545 546	n ə n ə + p a - p a - + n - - n - -	i n + i n + i
1977	Khispi	human being	human being	bu-dun	bu+dun	b u + d u n		554 553	555 553	b u b u + d u n d u n	i n + i n c
1978	Duhumbi	human being	human being	bu-dun	bu+dun	b u + d u n		554 553	555 553	b u b u + d u n d u n	i n + i n c
1979	Khoina	human being	human being	ʥə-riŋ	ʥə+riŋ	dʑ ə + r i ŋ		554 553	554 553	dʑ ə dʑ ə + r i ŋ r i ŋ	i n + i n c
1980	Jerigaon	human being	human being	ʥə-riŋ	ʥə+riŋ	dʑ ə + r i ŋ		554 553	554 553	dʑ ə dʑ ə + r i ŋ r i ŋ	i n + i n c
1981	Khoitam	human being	human being	ʥə-riŋ	ʥə+riŋ	dʑ ə + r i ŋ		554 553	554 553	dʑ ə dʑ ə + r i ŋ r i ŋ	i n + i n c
1982	Rahung	human being	human being	ʥə-riŋ	ʥə+riŋ	dʑ ə + r i ŋ		554 553	554 553	dʑ ə dʑ ə + r i ŋ r i ŋ	i n + i n c
1983	Rupa	human being	human being	ʥə-rin	ʥə+rin	dʑ ə + r i n		554 553	554 553	dʑ ə dʑ ə + r i n r i n	i n + i n c
1984	Shergaon	human being	human being	ʥi-rin	ʥi+rin	dʑ i + r i n		554 553	554 553	dʑ i dʑ i + r i n r i n	i n + i n c
1985	Khispi	human being prefix	human being prefix	bi-	bi+	b i		556	557	b i b i	i n
1986	Duhumbi	human being prefix	human being prefix	bi-	bi+	b i		556	557	b i b i	i n
1987	Khoina	human being prefix	human being prefix	ʣi- ~ ʥi-	ʣi+	dz i		556	556	dz i dz i	i n
1988	Jerigaon	human being prefix	human being prefix	ʥi-	ʥi+	dʑ i		556	556	dʑ i dʑ i	i n
1989	Khoitam	human being prefix	human being prefix	ʥi-	ʥi+	dʑ i		556	556	dʑ i dʑ i	i n
1990	Rahung	human being prefix	human being prefix	ʥi-	ʥi+	dʑ i		556	556	dʑ i dʑ i	i n
1991	Rupa	human being prefix	human being prefix	ʥi- ~ ʣi-	ʥi+	dʑ i		556	556	dʑ i dʑ i	i n
1992	Shergaon	human being prefix	human being prefix	ʥi-	ʥi+	dʑ i		556	556	dʑ i dʑ i	i n
1993	Khispi	hungry (vi)	hungry (vi)	kʰam	kʰam	kʰ a m		558	558	kʰ a m kʰ a m	i n c
1994	Duhumbi	hungry (vi)	hungry (vi)	kʰam	kʰam	kʰ a m		558	558	kʰ a m kʰ a m	i n c
1995	Khoina	hungry (vi)	hungry (vi)	a-kʰũː(ŋ)-dy	a+kʰũː+dy	a + kʰ ũː + d y		560 558 559	560 558 559	a a + kʰ ũː - kʰ ũː - + d y d y	n + i n + i n
1996	Jerigaon	hungry (vi)	hungry (vi)	kʰɔ̃ː(ŋ)	kʰɔ̃ː	kʰ ɔ̃ː		558	558	kʰ ɔ̃ː - kʰ ɔ̃ː -	i n
1997	Khoitam	hungry (vi)	hungry (vi)	kʰũː(ŋ)	kʰũː	kʰ ũː		558	558	kʰ ũː - kʰ ũː -	i n
1998	Rahung	hungry (vi)	hungry (vi)	kʰũː(ŋ)	kʰũː	kʰ ũː		558	558	kʰ ũː - kʰ ũː -	i n
1999	Rupa	hungry (vi)	hungry (vi)	kʰũː(ŋ)	kʰũː	kʰ ũː		558	558	kʰ ũː - kʰ ũː -	i n
2000	Shergaon	hungry (vi)	hungry (vi)	kʰɔ̃ː	kʰɔ̃ː	kʰ ɔ̃ː		558	558	kʰ ɔ̃ː - kʰ ɔ̃ː -	i n
2001	Khispi	hunter	hunter	ɕa-pa	ɕa+pa	ɕ a + p a		561 562	561 562	ɕ a ɕ a + p a p a	i n + i n
2002	Duhumbi	hunter	hunter	ɕa-pa	ɕa+pa	ɕ a + p a		561 562	561 562	ɕ a ɕ a + p a p a	i n + i n
2003	Khoina	hunter	hunter	sa-pɐ	sa+pɐ	s a + p ɐ		561 562	561 562	s a s a + p ɐ p ɐ	i n + i n
2004	Jerigaon	hunter	hunter	sa-pɐ	sa+pɐ	s a + p ɐ		561 562	561 562	s a s a + p ɐ p ɐ	i n + i n
2005	Khoitam	hunter	hunter	sa-pɔ	sa+pɔ	s a + p ɔ		561 562	561 562	s a s a + p ɔ p ɔ	i n + i n
2006	Rahung	hunter	hunter	sa-pɔ	sa+pɔ	s a + p ɔ		561 562	561 562	s a s a + p ɔ p ɔ	i n + i n
2007	Rupa	hunter	hunter	sa-pɔ	sa+pɔ	s a + p ɔ		561 562	561 562	s a s a + p ɔ p ɔ	i n + i n
2008	Shergaon	hunter	hunter	sa-po	sa+po	s a + p o		561 562	561 562	s a s a + p o p o	i n + i n
2009	Khispi	husband	husband	u-ja	u+ja	u + j a		563 564	563 564	u u + j a j a	n + i n
2010	Duhumbi	husband	husband	ɔj	ɔj	ɔ j		565	565	ɔ j ɔ j	n c
2011	Khoina	husband	husband	a-jaː	a+jaː	a + j aː		563 564	563 564	a a + j aː j aː	n + i n
2012	Jerigaon	husband	husband	a-jɛːʰ	a+jɛːʰ	a + j ɛːʰ		563 564	563 564	a a + j ɛːʰ j ɛːʰ	n + i n
2013	Khoitam	husband	husband	a-jɛːʰ	a+jɛːʰ	a + j ɛːʰ		563 564	563 564	a a + j ɛːʰ j ɛːʰ	n + i n
2014	Rahung	husband	husband	a-jɛːʰ	a+jɛːʰ	a + j ɛːʰ		563 564	563 564	a a + j ɛːʰ j ɛːʰ	n + i n
2015	Rupa	husband	husband	a-jaː	a+jaː	a + j aː		563 564	563 564	a a + j aː j aː	n + i n
2016	Shergaon	husband	husband	a-jaː	a+jaː	a + j aː		563 564	563 564	a a + j aː j aː	n + i n
2017	Khispi	ice	ice	kʰɛk	kʰɛk	kʰ ɛ k		566	566	kʰ ɛ k kʰ ɛ k	i n c
2018	Duhumbi	ice	ice	kʰɛt	kʰɛt	kʰ ɛ t		566	566	kʰ ɛ t kʰ ɛ t	i n c
2021	Khoitam	ice	ice	kak	kak	k a k		566	566	k a k k a k	i n c
2022	Rahung	ice	ice	kak	kak	k a k		566	566	k a k k a k	i n c
2023	Rupa	ice	ice	kak	kak	k a k		566	566	k a k k a k	i n c
2024	Shergaon	ice	ice	kak	kak	k a k		566	566	k a k k a k	i n c
2025	Khispi	imperative	imperative	-ma	+ma	m a		567	567	m a m a	i n
2026	Duhumbi	imperative	imperative	-ma	+ma	m a		567	567	m a m a	i n
2027	Khoina	imperative	imperative	-ma	+ma	m a		567	567	m a m a	i n
2028	Jerigaon	imperative	imperative	-ma	+ma	m a		567	567	m a m a	i n
2029	Khoitam	imperative	imperative	-mɔ	+mɔ	m ɔ		567	567	m ɔ m ɔ	i n
2030	Rahung	imperative	imperative	-mɔ	+mɔ	m ɔ		567	567	m ɔ m ɔ	i n
2031	Rupa	imperative	imperative	-mɔ	+mɔ	m ɔ		567	567	m ɔ m ɔ	i n
2032	Shergaon	imperative	imperative	-mɔ	+mɔ	m ɔ		567	567	m ɔ m ɔ	i n
2035	Khoina	in	in	a-lyŋ	a+lyŋ	a + l y ŋ		569 568	569 568	a a + l y ŋ l y ŋ	n + i n c
2036	Jerigaon	in	in	a-lyŋ	a+lyŋ	a + l y ŋ		569 568	569 568	a a + l y ŋ l y ŋ	n + i n c
2037	Khoitam	in	in	a-lyŋ	a+lyŋ	a + l y ŋ		569 568	569 568	a a + l y ŋ l y ŋ	n + i n c
2038	Rahung	in	in	a-lyŋ	a+lyŋ	a + l y ŋ		569 568	569 568	a a + l y ŋ l y ŋ	n + i n c
2039	Rupa	in	in	a-lyŋ	a+lyŋ	a + l y ŋ		569 568	569 568	a a + l y ŋ l y ŋ	n + i n c
2040	Shergaon	in	in	a-luŋ	a+luŋ	a + l u ŋ		569 568	569 568	a a + l u ŋ l u ŋ	n + i n c
2049	Khispi	insect	insect	pʰu	pʰu	pʰ u		570	570	pʰ u pʰ u	i n
2050	Duhumbi	insect	insect	pʰu	pʰu	pʰ u		570	570	pʰ u pʰ u	i n
2051	Khoina	insect	insect	pʰyː(j)	pʰyː	pʰ yː		570	570	pʰ yː pʰ yː	i n
2052	Jerigaon	insect	insect	pʰyː	pʰyː	pʰ yː		570	570	pʰ yː pʰ yː	i n
2053	Khoitam	insect	insect	pʰyː	pʰyː	pʰ yː		570	570	pʰ yː pʰ yː	i n
2054	Rahung	insect	insect	pʰyː(j)	pʰyː	pʰ yː		570	570	pʰ yː pʰ yː	i n
2055	Rupa	insect	insect	pʰyː	pʰyː	pʰ yː		570	570	pʰ yː pʰ yː	i n
2056	Shergaon	insect	insect	pʰiː	pʰiː	pʰ iː		570	570	pʰ iː pʰ iː	i n
2059	Khoina	intestines	intestines	a-haː	a+haː	a + h aː		571 572	571 573	a a + h aː h aː	n + i n
2060	Jerigaon	intestines	intestines	a-lɛːʰ	a+lɛːʰ	a + l ɛːʰ		571 572	571 572	a a + l ɛːʰ l ɛːʰ	n + i n
2061	Khoitam	intestines	intestines	a-lɛːʰ ~ a-rɛːʰ	a+lɛːʰ	a + l ɛːʰ		571 572	571 572	a a + l ɛːʰ l ɛːʰ	n + i n
2062	Rahung	intestines	intestines	a-lɛːʰ	a+lɛːʰ	a + l ɛːʰ		571 572	571 572	a a + l ɛːʰ l ɛːʰ	n + i n
2063	Rupa	intestines	intestines	a-laː	a+laː	a + l aː		571 572	571 572	a a + l aː l aː	n + i n
2064	Shergaon	intestines	intestines	a-laː	a+laː	a + l aː		571 572	571 572	a a + l aː l aː	n + i n
2067	Khoina	iron	iron	sɛ̃ĩ	sɛ̃ĩ	s ɛ̃ ĩ		574	574	s ɛ̃ s ɛ̃	i n N
2068	Jerigaon	iron	iron	sɛ̃ĩ	sɛ̃ĩ	s ɛ̃ ĩ		574	574	s ɛ̃ s ɛ̃	i n N
2069	Khoitam	iron	iron	ʨĩˀ	ʨĩˀ	tɕ ĩˀ		574	574	tɕ ĩˀ tɕ ĩˀ	i n
2070	Rahung	iron	iron	ʨĩˀ	ʨĩˀ	tɕ ĩˀ		574	574	tɕ ĩˀ tɕ ĩˀ	i n
2071	Rupa	iron	iron	sɛ̃ːˀ	sɛ̃ːˀ	s ɛ̃ˀː		574	574	s ɛ̃ˀː s ɛ̃ˀː	i n
2072	Shergaon	iron	iron	sɛ̃ː	sɛ̃ː	s ɛ̃ː		574	574	s ɛ̃ː s ɛ̃ː	i n
2073	Khispi	itch	itch	aw	aw	a w		575	576	a w a w	n c
2074	Duhumbi	itch	itch	aw	aw	a w		575	576	a w a w	n c
2075	Khoina	itch	itch	ɔː	ɔː	ɔː		575	575	ɔː - ɔː -	n
2076	Jerigaon	itch	itch	ɔː	ɔː	ɔː		575	575	ɔː - ɔː -	n
2077	Khoitam	itch	itch	oː	oː	oː		575	575	oː - oː -	n
2078	Rahung	itch	itch	oː	oː	oː		575	575	oː - oː -	n
2079	Rupa	itch	itch	oː	oː	oː		575	575	oː - oː -	n
2080	Shergaon	itch	itch	oː	oː	oː		575	575	oː - oː -	n
2081	Khispi	jackal	jackal	mej-lɔŋ	mej+lɔŋ	m e j + l ɔ ŋ		578 577	578 577	m e j m e j + l ɔ ŋ l ɔ ŋ	i n c + i n c
2082	Duhumbi	jackal	jackal	mɛj-rɔŋ	mɛj+rɔŋ	m ɛ j + r ɔ ŋ		578 577	578 577	m ɛ j m ɛ j + r ɔ ŋ r ɔ ŋ	i n c + i n c
2084	Jerigaon	jackal	jackal	mɛ-rɔŋ	mɛ+rɔŋ	m ɛ + r ɔ ŋ		578 577	578 577	m ɛ - m ɛ - + r ɔ ŋ r ɔ ŋ	i n + i n c
2087	Rupa	jackal	jackal	mə-ryŋ	mə+ryŋ	m ə + r y ŋ		578 577	578 577	m ə - m ə - + r y ŋ r y ŋ	i n + i n c
2088	Shergaon	jackal	jackal	maj-rɔŋ	maj+rɔŋ	m a j + r ɔ ŋ		578 577	578 577	m a j m a j + r ɔ ŋ r ɔ ŋ	i n c + i n c
2097	Khispi	jump	jump	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ		579	579	dʑ ɔ ŋ dʑ ɔ ŋ	i n c
2098	Duhumbi	jump	jump	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ		579	579	dʑ ɔ ŋ dʑ ɔ ŋ	i n c
2099	Khoina	jump	jump	ʦʰɛː	ʦʰɛː	tsʰ ɛː		579	579	tsʰ ɛː - tsʰ ɛː -	i n
2101	Khoitam	jump	jump	ʨʰɔː	ʨʰɔː	tɕʰ ɔː		579	579	tɕʰ ɔː - tɕʰ ɔː -	i n
2102	Rahung	jump	jump	ʨʰoː	ʨʰoː	tɕʰ oː		579	579	tɕʰ oː - tɕʰ oː -	i n
2103	Rupa	jump	jump	ʦʰaw	ʦʰaw	tsʰ a w		579	579	tsʰ a w tsʰ a w	i n c
2105	Khispi	keep, remain	keep, remain	da	da	d a		581	581	d a d a	i n
2106	Duhumbi	keep, remain	keep, remain	da	da	d a		581	581	d a d a	i n
2108	Jerigaon	keep, remain	keep, remain	ruː	ruː	r uː		581	580	r uː r uː	i n
2111	Rupa	keep, remain	keep, remain	ruː	ruː	r uː		581	580	r uː r uː	i n
2121	Khispi	kick (v)	kick (v)	lɛj tɔm	lɛj_tɔm	l ɛ j _ t ɔ m		582 584	582 583	l ɛ j l ɛ j + t ɔ m t ɔ m	i n c + i n c
2122	Duhumbi	kick (v)	kick (v)	lɛj tɔm	lɛj_tɔm	l ɛ j _ t ɔ m		582 584	582 583	l ɛ j l ɛ j + t ɔ m t ɔ m	i n c + i n c
2123	Khoina	kick (v)	kick (v)	la-tʂʰyː tuŋ	la+tʂʰyː_tuŋ	l a + ʈʂʰ yː _ t u ŋ		582 583 584	582 583 584	l a - l a - + ʈʂʰ yː ʈʂʰ yː + t u ŋ t u ŋ	i n + i n + i n c
2124	Jerigaon	kick (v)	kick (v)	la-ʨʰyː tuŋ ~ la-ʨʰøː tuŋ	la+ʨʰyː_tuŋ	l a + tɕʰ yː _ t u ŋ		582 583 584	582 583 584	l a - l a - + tɕʰ yː tɕʰ yː + t u ŋ t u ŋ	i n + i n + i n c
2125	Khoitam	kick (v)	kick (v)	la-ʨʰyː rɛˀ	la+ʨʰyː_rɛˀ	l a + tɕʰ yː _ r ɛˀ		582 583 148	582 583 584	l a - l a - + tɕʰ yː tɕʰ yː + r ɛˀ r ɛˀ	i n + i n + i n
2126	Rahung	kick (v)	kick (v)	la-ʨʰyː rɛˀ	la+ʨʰyː_rɛˀ	l a + tɕʰ yː _ r ɛˀ		582 583 148	582 583 584	l a - l a - + tɕʰ yː tɕʰ yː + r ɛˀ r ɛˀ	i n + i n + i n
2127	Rupa	kick (v)	kick (v)	la-kʰyː raˀ	la+kʰyː_raˀ	l a + kʰ yː _ r aˀ		582 583 148	582 583 584	l a - l a - + kʰ yː kʰ yː + r aˀ r aˀ	i n + i n + i n
2128	Shergaon	kick (v)	kick (v)	la-kʰiː raˀ	la+kʰiː_raˀ	l a + kʰ iː _ r aˀ		582 583 148	582 583 584	l a - l a - + kʰ iː kʰ iː + r aˀ r aˀ	i n + i n + i n
2129	Khispi	kill	kill	at	at	a t		585	586	a t a t	n c
2130	Duhumbi	kill	kill	at	at	a t		585	586	a t a t	n c
2131	Khoina	kill	kill	ɐˀ	ɐˀ	ɐˀ		585	585	ɐˀ - ɐˀ -	n
2132	Jerigaon	kill	kill	ɐˀ	ɐˀ	ɐˀ		585	585	ɐˀ - ɐˀ -	n
2133	Khoitam	kill	kill	ɔˀ	ɔˀ	ɔˀ		585	585	ɔˀ - ɔˀ -	n
2134	Rahung	kill	kill	ɔˀ	ɔˀ	ɔˀ		585	585	ɔˀ - ɔˀ -	n
2135	Rupa	kill	kill	ɔˀ	ɔˀ	ɔˀ		585	585	ɔˀ - ɔˀ -	n
2136	Shergaon	kill	kill	ɔ	ɔ	ɔ		585	585	ɔ - ɔ -	n
2137	Khispi	kiss (n)	kiss (n)	ʨup	ʨup	tɕ u p		587	587	tɕ u p tɕ u p	i n c
2138	Duhumbi	kiss (n)	kiss (n)	ʨup	ʨup	tɕ u p		587	587	tɕ u p tɕ u p	i n c
2139	Khoina	kiss (n)	kiss (n)	ʦyː	ʦyː	ts yː		587	587	ts yː - ts yː -	i n
2141	Khoitam	kiss (n)	kiss (n)	ʨup	ʨup	tɕ u p		587	587	tɕ u p tɕ u p	i n c
2142	Rahung	kiss (n)	kiss (n)	ʨup	ʨup	tɕ u p		587	587	tɕ u p tɕ u p	i n c
2143	Rupa	kiss (n)	kiss (n)	ʦup	ʦup	ts u p		587	587	ts u p ts u p	i n c
2145	Khispi	knee	knee	kɔː-lɔk-pa	kɔː+lɔk+pa	k ɔː + l ɔ k + p a		591 590 151	591 590 589	k - ɔː - k - ɔː - + l ɔ k l ɔ k + p a p a	i n + i n c + i n
2146	Duhumbi	knee	knee	kɔː-lɔk-pa	kɔː+lɔk+pa	k ɔː + l ɔ k + p a		591 590 151	591 590 589	k - ɔː - k - ɔː - + l ɔ k l ɔ k + p a p a	i n + i n c + i n
2147	Khoina	knee	knee	ja-pʰyk kɹaː	ja+pʰyk_kɹaː	j a + pʰ y k _ k ɹ aː		592 588 169	592 588 589	j a j a + pʰ y k pʰ y k + k ɹ aː k ɹ aː	i n + i n c + i m n
2148	Jerigaon	knee	knee	la-pʰyk kɹiː	la+pʰyk_kɹiː	l a + pʰ y k _ k ɹ iː		156 588 169	590 588 589	l a l a + pʰ y k pʰ y k + k ɹ iː k ɹ iː	i n + i n c + i m n
2149	Khoitam	knee	knee	lə-pʰik-kʰɔm ~ lə-kʰyk-kʰɔm	lə+pʰik+kʰɔm	l ə + pʰ i k + kʰ ɔ m		156 588 589	590 588 589	l ə l ə + pʰ i k pʰ i k + kʰ ɔ m kʰ ɔ m	i n + i n c + i n c
2150	Rahung	knee	knee	la-pʰik-kʰɔm ~ la-pʰik-kʰøm	la+pʰik+kʰɔm	l a + pʰ i k + kʰ ɔ m		156 588 589	590 588 589	l a l a + pʰ i k pʰ i k + kʰ ɔ m kʰ ɔ m	i n + i n c + i n c
2151	Rupa	knee	knee	lə-pʰyk ~ lə-fyk	lə+pʰyk	l ə + pʰ y k		156 588	590 588	l ə l ə + pʰ y k pʰ y k	i n + i n c
2152	Shergaon	knee	knee	kʰlɔk-puː	kʰlɔk+puː	kʰ l ɔ k + p uː		591 151	591 588	kʰ l ɔ k kʰ l ɔ k + p uː p uː	i m n c + i n
2153	Khispi	know	know	dɛn	dɛn	d ɛ n		593	593	d ɛ n d ɛ n	i n c
2154	Duhumbi	know	know	dɛn	dɛn	d ɛ n		593	593	d ɛ n d ɛ n	i n c
2155	Khoina	know	know	dɛn	dɛn	d ɛ n		593	593	d ɛ n d ɛ n	i n c
2156	Jerigaon	know	know	dɛn	dɛn	d ɛ n		593	593	d ɛ n d ɛ n	i n c
2157	Khoitam	know	know	dan	dan	d a n		593	593	d a n d a n	i n c
2158	Rahung	know	know	dɛn	dɛn	d ɛ n		593	593	d ɛ n d ɛ n	i n c
2159	Rupa	know	know	dan	dan	d a n		593	593	d a n d a n	i n c
2160	Shergaon	know	know	dan	dan	d a n		593	593	d a n d a n	i n c
2161	Khispi	ladder	ladder	luŋ-tʰuŋ	luŋ+tʰuŋ	l u ŋ + tʰ u ŋ		594 595	594 595	l u ŋ l u ŋ + tʰ u ŋ tʰ u ŋ	i n c + i n c
2162	Duhumbi	ladder	ladder	luŋ-tʰuŋ	luŋ+tʰuŋ	l u ŋ + tʰ u ŋ		594 595	594 595	l u ŋ l u ŋ + tʰ u ŋ tʰ u ŋ	i n c + i n c
2163	Khoina	ladder	ladder	la-tʰøː	la+tʰøː	l a + tʰ øː		594 595	594 595	l a - l a - + tʰ øː - tʰ øː -	i n + i n
2164	Jerigaon	ladder	ladder	lə-tʰøː	lə+tʰøː	l ə + tʰ øː		594 595	594 595	l ə - l ə - + tʰ øː - tʰ øː -	i n + i n
2165	Khoitam	ladder	ladder	liŋ-tʰĩː	liŋ+tʰĩː	l i ŋ + tʰ ĩː		594 595	594 595	l i ŋ l i ŋ + tʰ ĩː - tʰ ĩː -	i n c + i n
2166	Rahung	ladder	ladder	lan-tʰyː	lan+tʰyː	l a n + tʰ yː		594 595	594 595	l a n l a n + tʰ yː - tʰ yː -	i n c + i n
2167	Rupa	ladder	ladder	lə-tʰøː ~ də-tʰøː	lə+tʰøː	l ə + tʰ øː		594 595	594 595	l ə - l ə - + tʰ øː - tʰ øː -	i n + i n
