ID	NUMBER 	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
Bolt-2018-576-567	567	warm, hot (adj.)	1385	PEPPER	4
Bolt-2018-576-567	567	warm, hot (adj.)	1286	HOT	4
#>>>					
#<<<					
Bolt-2018-576-568	568	warm, hot (vi)	544	SPICY	4
Bolt-2018-576-568	568	warm, hot (vi)	2110	WARM (OF WEATHER)	4
Bolt-2018-576-568	568	warm, hot (vi)	1232	WARM	4
Bolt-2018-576-568	568	warm, hot (vi)	2272	HOT OR WARM	4
Bolt-2018-576-568	568	warm, hot (vi)	1385	PEPPER	4
Bolt-2018-576-568	568	warm, hot (vi)	1286	HOT	4
#>>>					
Bolt-2018-576-569	569	wash1		???	
Bolt-2018-576-570	570	wash2	1453	WASH	2
#<<<					
Bolt-2018-576-571	571	water	948	WATER	2
Bolt-2018-576-571	571	water	3078	IRRIGATE	2
Bolt-2018-576-571	571	water	1487	POUR	2
#>>>					
Bolt-2018-576-572	572	wealthy		???	
Bolt-2018-576-573	573	wear	976	WEAR	2
Bolt-2018-576-574	574	weave	133	WEAVE	2
Bolt-2018-576-575	575	weed, grass	606	GRASS	4
Bolt-2018-576-576	576	wet1		???	
Bolt-2018-576-577	577	wet2	1726	WET	2
Bolt-2018-576-578	578	wheat	1077	WHEAT	2
Bolt-2018-576-579	579	when	1238	WHEN	2
Bolt-2018-576-580	580	where	1237	WHERE	2
Bolt-2018-576-581	581	white	1335	WHITE	2
Bolt-2018-576-582	582	who	1235	WHO	2
Bolt-2018-576-583	583	wife	1199	WIFE	2
Bolt-2018-576-584	584	wind	960	WIND	2
Bolt-2018-576-585	585	window	1375	WINDOW	2
Bolt-2018-576-586	586	wing	1257	WING	2
Bolt-2018-576-587	587	wipe	1454	WIPE	2
Bolt-2018-576-588	588	woman	962	WOMAN	2
Bolt-2018-576-589	589	wood	1803	WOOD	2
Bolt-2018-576-590	590	wool	964	WOOL	2
Bolt-2018-576-591	591	word	1599	WORD	2
#<<<					
Bolt-2018-576-592	592	work	984	WORK (LABOUR)	2
Bolt-2018-576-592	592	work	2281	WORKING OR WORK	2
Bolt-2018-576-592	592	work	1086	WORK (ACTIVITY)	2
#>>>					
#<<<					
Bolt-2018-576-593	593	wring, squeeze	1414	SQUEEZE	4
Bolt-2018-576-593	593	wring, squeeze	93	DRAW MILK	4
#>>>					
Bolt-2018-576-594	594	year	1226	YEAR	2
Bolt-2018-576-595	595	year, next	515	NEXT YEAR	2
Bolt-2018-576-596	596	year, this	513	THIS YEAR	2
Bolt-2018-576-597	597	yellow	1424	YELLOW	2
Bolt-2018-576-598	598	yesterday	1174	YESTERDAY	2
#	482/598	81%		

